date,value
-50,284.6530963
-49.9,287.6826186
-49.8,272.4533287
-49.7,277.2825034
-49.6,272.4181283
-49.5,270.973233
-49.4,295.3202045
-49.3,270.5363419
-49.2,282.7290333
-49.1,276.6925883
-49,274.707662
-48.9,268.4427413
-48.8,267.9073106
-48.7,269.78605
-48.6,263.3339923
-48.5,287.1278782
-48.4,263.7077683
-48.3,270.8540634
-48.2,280.9224432
-48.1,264.493118
-48,250.3852896
-47.9,267.5276659
-47.8,261.9552732
-47.7,249.317324
-47.6,257.5362888
-47.5,249.5418101
-47.4,255.6386818
-47.3,254.8764288
-47.2,248.995086
-47.1,254.5714597
-47,248.6326612
-46.9,242.2596053
-46.8,242.6048112
-46.7,236.5053362
-46.6,235.8418139
-46.5,231.5677262
-46.4,248.9620371
-46.3,235.2860157
-46.2,241.2944911
-46.1,227.9213894
-46,225.1284261
-45.9,230.5970154
-45.8,226.9105195
-45.7,216.1305832
-45.6,223.8701504
-45.5,233.6793719
-45.4,231.7603496
-45.3,216.186603
-45.2,224.8328192
-45.1,221.0369416
-45,213.0894831
-44.9,209.4648534
-44.8,221.6728921
-44.7,217.3907046
-44.6,202.5417204
-44.5,220.4568352
-44.4,216.4794245
-44.3,216.4974156
-44.2,209.5674554
-44.1,206.4543143
-44,223.1851881
-43.9,209.1981354
-43.8,217.3971818
-43.7,219.9262704
-43.6,218.3167826
-43.5,214.2213278
-43.4,214.5166373
-43.3,209.2178596
-43.2,209.1191377
-43.1,210.5207595
-43,209.3638853
-42.9,208.2388302
-42.8,218.465645
-42.7,213.7899101
-42.6,210.3934599
-42.5,205.8456071
-42.4,211.5473087
-42.3,198.8113855
-42.2,208.0489652
-42.1,201.0995469
-42,201.9359409
-41.9,194.6503384
-41.8,204.0905987
-41.7,181.6888164
-41.6,194.7836727
-41.5,188.2033884
-41.4,182.4644742
-41.3,201.9561162
-41.2,186.8953965
-41.1,184.2624898
-41,173.9216124
-40.9,187.3188417
-40.8,180.0833186
-40.7,191.766226
-40.6,190.7280774
-40.5,174.0440571
-40.4,170.2859334
-40.3,187.8435465
-40.2,188.2666575
-40.1,177.7785398
-40,168.9654412
-39.9,165.2714304
-39.8,168.2386479
-39.7,165.7705813
-39.6,170.9120101
-39.5,163.4039028
-39.4,164.7239641
-39.3,164.3602638
-39.2,177.2580298
-39.1,170.5625354
-39,149.3470863
-38.9,173.2028964
-38.8,154.5882078
-38.7,170.1498489
-38.6,156.2655638
-38.5,165.2386606
-38.4,159.2831191
-38.3,151.3630589
-38.2,153.1432458
-38.1,147.4013984
-38,156.6943618
-37.9,156.6090021
-37.8,158.100159
-37.7,154.6626202
-37.6,154.9134038
-37.5,157.6576187
-37.4,157.9922104
-37.3,150.427069
-37.2,152.6399613
-37.1,163.1789845
-37,154.8240155
-36.9,151.8333221
-36.8,152.7250465
-36.7,152.7597631
-36.6,159.3722664
-36.5,148.4239978
-36.4,156.3930626
-36.3,147.1695572
-36.2,142.7114778
-36.1,162.4380959
-36,146.2866388
-35.9,146.4676549
-35.8,155.5479307
-35.7,146.8550516
-35.6,143.1418419
-35.5,159.1012018
-35.4,151.1987805
-35.3,138.8398838
-35.2,137.3375914
-35.1,148.3046008
-35,143.6167919
-34.9,138.4238596
-34.8,140.5250364
-34.7,134.198382
-34.6,127.9438099
-34.5,132.6770663
-34.4,139.1201887
-34.3,137.5966428
-34.2,111.8451114
-34.1,114.9013152
-34,142.5303763
-33.9,128.8085804
-33.8,118.4199677
-33.7,121.7079256
-33.6,120.2573266
-33.5,119.5795959
-33.4,129.4484638
-33.3,109.0009764
-33.2,122.8974133
-33.1,111.8465628
-33,106.2860695
-32.9,112.2500532
-32.8,108.4588082
-32.7,98.2471157
-32.6,115.5614206
-32.5,93.97546192
-32.4,115.2618848
-32.3,107.2756328
-32.2,112.3726429
-32.1,114.0362504
-32,109.3083871
-31.9,113.0239989
-31.8,100.1789374
-31.7,102.3660443
-31.6,97.8479911
-31.5,116.0244964
-31.4,120.6808991
-31.3,102.4144226
-31.2,113.8564891
-31.1,117.6008992
-31,96.83203419
-30.9,112.2860475
-30.8,112.2655393
-30.7,119.4105345
-30.6,107.9183992
-30.5,105.6595802
-30.4,107.430947
-30.3,117.9819786
-30.2,104.4966996
-30.1,108.3929801
-30,104.8819866
-29.9,95.3324162
-29.8,104.3201155
-29.7,108.4136576
-29.6,106.4234841
-29.5,102.3148337
-29.4,101.2322286
-29.3,104.6662269
-29.2,95.16163377
-29.1,105.5952159
-29,98.46838995
-28.9,98.7350678
-28.8,99.42884928
-28.7,102.2765703
-28.6,99.55692112
-28.5,85.37775706
-28.4,85.64701037
-28.3,75.67355674
-28.2,85.85725724
-28.1,88.98719859
-28,94.93803675
-27.9,86.48761523
-27.8,89.98726432
-27.7,81.25290329
-27.6,88.99340771
